importateur,npa,commune,canton,litres_rouge,litres_blanc,litres_total,noga_code,noga_label,commentaire,groupe,pays
Swiss International Air Lines AG,8302,Kloten,ZH,2732.0,2102.0,4834.0,51.10A,Transports aériens de passagers,"Compagnie aérienne nationale. Bien qu'elle soit l'une des plus grandes vitrines des vins suisses en cabine, son activité est le transport aérien.",,CH
Geohaus GmbH,8049,Zürich,ZH,3101.0,1710.0,4811.0,71.12A,Activités d'ingénierie,"Cabinet de géomètres, d'ingénierie et de mensuration officielle. Totalement en dehors de la filière des boissons.",,CH
paf.ch GmbH,4410,Liestal,BL,2879.0,1927.0,4806.0,47.91A,Commerce de détail par correspondance ou par Internet,,,CH
MyVino AG,3400,Burgdorf,BE,3377.0,1415.0,4792.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Gräni Weine & Delikatessen GmbH,4057,Basel,BS,1778.0,2984.0,4762.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
Supertoscano GmbH,8005,Zürich,ZH,4211.0,549.0,4760.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Prime Drinks AG,5412,Gebenstorf,AG,4550.0,203.0,4753.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
grupo-agio sa,4051,Basel,BS,2717.0,1991.0,4708.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Belfiore Import & Export GmbH,4144,Arlesheim,BL,3293.0,1397.0,4690.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
CANTINA SOCIALE MENDRISIO,6850,Mendrisio,TI,1358.0,3327.0,4685.0,11.02A,Vinification (Production de vin),,,CH
Casa Vinicola Misani,7743,Brusio,GR,3882.0,760.0,4642.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Vino MaGia G. Bianco,3202,Frauenkappelen,BE,3528.0,1098.0,4626.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Bieri Vins et Bulles,2740,Moutier,BE,3831.0,793.0,4624.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
mariVinos Maria Lauper,3250,Lyss,BE,3855.0,753.0,4608.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Grand Cru Club AG,7500,St. Moritz,GR,2683.0,1920.0,4603.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
MM WINEMAKER SA,7500,St. Moritz,GR,4142.0,456.0,4598.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Facchinetti Groupe SA,2000,Neuchâtel,NE,4595.0,0.0,4595.0,45.11A,Commerce de détails d'automobiles et de véhicules automobiles légers,"Groupe automobile d'envergure (concessions BMW, Mini, etc.) en Suisse romande. Si l'entité apparaît ici, son code principal reste lié à l'automobile.",,CH
La Commerciale Elvetica SA,6710,Biasca,TI,3038.0,1553.0,4591.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Fersch 's Weine,8311,Brütten,ZH,3393.0,1193.0,4586.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Mirakul Weine GmbH,8008,Zürich,ZH,1816.0,2721.0,4537.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
le vigneron famille schor & tradition,3013,Bern,BE,2984.0,1546.0,4530.0,11.02A,Vinification (Production de vin),"Domaine viticole familial traditionnel (Auvernier, NE) assurant la culture de la vigne, les vendanges, le pressurage et l'élevage des crus.",,CH
Vino Tinto (Suisse) Sàrl,1273,Arzier-Le Muids,VD,3271.0,1248.0,4519.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Weinhandel Speranza GmbH,3800,Interlaken,BE,4097.0,405.0,4502.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Marlin Reisen GmbH,8902,Urdorf,ZH,3696.0,803.0,4499.0,79.11A,Activités des agences de voyages,"Agence de voyages et organisation de circuits. Si elle propose des séjours œnotouristiques, son code relève uniquement du secteur du tourisme.",,CH
M Le Vin Mahé,1302,Vufflens-la-Ville,VD,3850.0,639.0,4489.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Commerces valaisans de proximité SA,1907,Saxon,VS,4019.0,450.0,4469.0,47.11D,Commerce de détail de produits alimentaires en magasins non spécialisés,,,CH
ATT Vins shop,1653,La Tour-de-Trême,FR,3455.0,1013.0,4468.0,47.91A,Commerce de détail par correspondance ou par Internet,,,CH
Quatre Sous Weinhandlung GmbH,8055,Zürich,ZH,3528.0,936.0,4464.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
BEST WINES BY BLAZEK KAREL,6948,Porza,TI,2123.0,2330.0,4453.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Traditionem Vinum Sàrl,1206,Genève,GE,3094.0,1359.0,4453.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
uncorkme-now! GmbH,6405,Immensee,SZ,3006.0,1430.0,4436.0,47.91A,Commerce de détail par correspondance ou par Internet,,,CH
Nobilvino GmbH,4056,Basel,BS,2330.0,2105.0,4435.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
LE BOUCHON International GmbH,3603,Thun,BE,2889.0,1538.0,4427.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Dreams & Fantasy GmbH,8610,Uster,ZH,4419.0,0.0,4419.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Le Chardon Bleu SARL,8702,Zollikon,ZH,3780.0,630.0,4410.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
CantinAAlbrecht GmbH,6055,Alpnach Dorf,OW,3003.0,1403.0,4406.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
S&A Selection GmbH,8704,Herrliberg,ZH,3496.0,900.0,4396.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Putzi's Weinresidenz AG,4305,Olsberg,BL,2852.0,1530.0,4382.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
La Cave à Jules S.A.,1260,Nyon,VD,3082.0,1292.0,4374.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Gustoso AG,4629,Fulenbach,SO,2666.0,1702.0,4368.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
Vino53 AG,8807,Freienbach,SZ,4100.0,230.0,4330.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Gastro Team Abaz GmbH,8245,Feuerthalen,ZH,2820.0,1499.0,4319.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Vinothek René Schmidli,5612,Villmergen,AG,3610.0,686.0,4296.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Philippe Geinoz,2406,La Brévine,NE,4284.0,0.0,4284.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
One Concept CH Sàrl,1950,Sion,VS,2791.0,1484.0,4275.0,82.30A,Organisation de salons professionnels et de congrès,"Agence spécialisée dans l'événementiel, les salons et le design de stands. Si elle opère dans les foires aux vins, son code dépend des services d'exposition.",,CH
Mont-Le-Vieux SA,1180,Tartegnin,VD,3333.0,941.0,4274.0,11.02A,Vinification (Production de vin),"Domaine viticole historique majeur (Bougy-Villars, VD) assurant la culture des vignes, la récolte (vendanges), le pressurage et l'élevage des vins de la Côte.",,CH
Innolution-group GmbH,8800,Thalwil,ZH,3395.0,865.0,4260.0,70.22Z,Conseil pour les affaires et autres conseils de gestion,"Cabinet de conseil en innovation, gestion de projets et management. Ses incursions dans le domaine viticole relèvent du consulting stratégique.",,CH
ZARAH WINE SAGL,6900,Lugano,TI,2531.0,1687.0,4218.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Wyhus Belp AG,3123,Belp,BE,2390.0,1823.0,4213.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
atelier Judith Gubitosa-Hunkeler,6208,Oberkirch LU,LU,3460.0,737.0,4197.0,74.10Z,Activités spécialisées de design,"Atelier de création, stylisme et design de mode/textile. Totalement en dehors de la filière classique des boissons.",,CH
LANGOSTERIA ST. MORITZ SA,7500,St. Moritz,GR,806.0,3378.0,4184.0,56.10A,"Restaurants, cafés et salons de thé",,,CH
Chiera Sagl,6900,Lugano,TI,3515.0,626.0,4141.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Eurowines.ch Tony Verploegen,3052,Zollikofen,BE,3380.0,743.0,4123.0,47.91A,Commerce de détail par correspondance ou par Internet,,,CH
Vive le vin Philip Gallati GmbH,4057,Basel,BS,1942.0,2171.0,4113.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Basta Sagl,6774,Dalpe,TI,3596.0,513.0,4109.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Rosato & Partners Sàrl,1010,Lausanne,VD,3534.0,571.0,4105.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Global Shopping Casher Daniel Ohayon,1207,Genève,GE,3409.0,691.0,4100.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
QUILLES SARL,1204,Genève,GE,2137.0,1935.0,4072.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
VINEBRATION GmbH,8103,Unterengstringen,ZH,2478.0,1588.0,4066.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
GENTINETTA'S WEINE,3012,Bern,BE,3159.0,900.0,4059.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Vini Milone GmbH,8574,Oberhofen TG,TG,3477.0,543.0,4020.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Les Vignes Weinhandlung GmbH,8047,Zürich,ZH,1884.0,2135.0,4019.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Crans-Montana Services Sàrl,3963,Aminona,VS,3429.0,578.0,4007.0,81.10Z,Activités combinées de soutien aux bâtiments,"Société de conciergerie, intendance et gestion de propriétés. Ses activités logistiques pour les caves ou chalets dépendent du facility management.",,CH
WINESHOPIT SAGL,6900,Lugano,TI,2819.0,1187.0,4006.0,47.91A,Commerce de détail par correspondance ou par Internet,,,CH
biodynamico AG,8187,Weiach,ZH,2896.0,1103.0,3999.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Weinhandlung Bühler,8005,Zürich,ZH,2500.0,1498.0,3998.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Les Cavistes Bauer Künzler AG,9000,St. Gallen,SG,1112.0,2878.0,3990.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
giardino del vino SA,8500,Frauenfeld,TG,2736.0,1238.0,3974.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Weingut Riehen AG,4125,Riehen,BL,2730.0,1200.0,3930.0,11.02A,Vinification (Production de vin),"Domaine viticole d'envergure (Bâle-Campagne) assurant l'exploitation des parcelles, la récolte, le pressurage et l'élevage de ses propres cuvées.",,CH
Nouvin GmbH,3052,Zollikofen,BE,1122.0,2805.0,3927.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
VINSmotions GmbH,6208,Oberkirch LU,LU,2290.0,1636.0,3926.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Martin Schrader,4056,Basel,BS,2174.0,1749.0,3923.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Les Caves du Château Sàrl,2800,Delémont,JU,2372.0,1551.0,3923.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
La Tina Millésimes GmbH,8002,Zürich,ZH,3921.0,0.0,3921.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Weine und Delikatessen Unterkalmsteiner,7460,Savognin,GR,2721.0,1197.0,3918.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
Vinothek Raffaella,4460,Gelterkinden,BL,3060.0,855.0,3915.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
da Silva Vino-iberico,6010,Kriens,LU,2351.0,1557.0,3908.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Macbirch SA,1936,Verbier,VS,1434.0,2461.0,3895.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Oliver Obert Vin & Vinyl,6005,Luzern,LU,2532.0,1348.0,3880.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Gourmet Brothers SA,1222,Vésenaz,GE,3524.0,331.0,3855.0,56.21Z,Services des traiteurs,,,CH
La CLOSERIE Patricia,1700,Fribourg,FR,3196.0,657.0,3853.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
WeinWerkstatt Willisch,8600,Dübendorf,ZH,1139.0,2709.0,3848.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
ProgWine GmbH,3322,Urtenen-Schönbühl,BE,2332.0,1504.0,3836.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Aura Vinea AG,3427,Utzenstorf,BE,3656.0,172.0,3828.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Broggi Media Sàrl,2605,Sonceboz-Sombeval,BE,2057.0,1767.0,3824.0,73.11Z,Activités des agences de publicité,"Agence de création de contenus, de communication visuelle et de médias. Totalement en dehors du secteur de la vente de bouteilles.",,CH
In Vino Veritas Sonia Stamerra,6048,Horw,LU,3254.0,563.0,3817.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
DIVINAL vins et spirituex comestibles,2087,Cornaux NE,NE,2461.0,1339.0,3800.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
La Côte des vins Laurent Royer,1180,Rolle,VD,2673.0,1124.0,3797.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Fine Beverages Burkhard,6874,Castel San Pietro,TI,761.0,3036.0,3797.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Interzegg AG,7563,Samnaun Dorf,GR,2935.0,857.0,3792.0,47.19A,Autres commerces de détail en magasin non spécialisé,"Acteur majeur basé à Samnaun (zone franche douanière). Gère des grands magasins duty-free proposant alcools, tabacs, parfums et produits de luxe.",,CH
AW Cantinella SA,1204,Genève,GE,2927.0,864.0,3791.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
AUX DELICES FRANCO-BELGES Frédéric ROYER,2300,La Chaux-de-Fonds,NE,2900.0,856.0,3756.0,47.24A,Commerce de détail de produits de boulangerie et de pâtisserie,"(Frédéric Royer, Meyrin) Boulangerie-pâtisserie artisanale et service traiteur. Si l'enseigne vend du champagne ou du vin de dessert, son cœur de métier reste la boulangerie.",,CH
M.S. Market Suisse SA,6830,Chiasso,TI,1974.0,1776.0,3750.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Weine Simone Lanz AG,9015,St. Gallen,SG,1751.0,1978.0,3729.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
campavino Hubacher,8253,Diessenhofen,TG,3222.0,502.0,3724.0,47.91A,Commerce de détail par correspondance ou par Internet,,,CH
Hundertweinhaus GmbH,4702,Oensingen,SO,2887.0,828.0,3715.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Weinstüberl + Weinverkauf Wyss,4500,Solothurn,SO,2437.0,1249.0,3686.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Rot Handel + Coaching,8304,Wallisellen,ZH,2664.0,996.0,3660.0,70.22Z,Conseil pour les affaires et autres conseils de gestion,,,CH
HUANUCO RAMIREZ IMPORT DRINKS,1202,Genève,GE,2623.0,1026.0,3649.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Inportugalia SA,1196,Gland,VD,3645.0,0.0,3645.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
M.P Wine di Pedron Massimo,6557,Cama,GR,1715.0,1913.0,3628.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
ROIS Roland Oberholzer,8309,Nürensdorf,ZH,3267.0,360.0,3627.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
IVV - In Vino Veritas Sàrl,1204,Genève,GE,1414.0,2212.0,3626.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Aschwanden Persi AG,6460,Altdorf UR,UR,2352.0,1274.0,3626.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
VinCop Weingenossenschaft St. Gallen,9000,St. Gallen,SG,1895.0,1730.0,3625.0,11.02A,Vinification (Production de vin),"Coopérative viticole assurant la collecte des raisins, le pressurage, la vinification et la mise en bouteille pour les producteurs de Saint-Gall.",,CH
Uva-Eva Schiess,6330,Cham,ZG,1841.0,1774.0,3615.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Binet Weine Olivier,4056,Basel,BS,3243.0,360.0,3603.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
B&S Wine Sàrl,1032,Romanel-sur-Lausanne,VD,3358.0,245.0,3603.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Salogni & Co. Wines,6340,Baar,ZG,2636.0,966.0,3602.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Hotel Bellavista Silvaplana AG,7513,Silvaplana-Surlej,GR,2381.0,1215.0,3596.0,55.10A,Hôtels et hébergement similaire,Établissement hôtelier de Grisons disposant d'un restaurant et d'une cave de dégustation. Son code principal dépend du secteur de l'hébergement.,,CH
Casa Poli GmbH,8344,Bäretswil,ZH,2592.0,1004.0,3596.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Giorgio Misani AG,7500,St. Moritz,GR,2883.0,709.0,3592.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
The Special One - Mon Bureau Privé Sàrl,1227,Carouge,GE,2271.0,1301.0,3572.0,96.09Z,Autres services personnels n.c.a.,"Agence de conciergerie privée, d'intendance de luxe et de services sur mesure (Lifestyle management).",,CH
Shop 365 Schenk,8854,Siebnen,SZ,338.0,3227.0,3565.0,47.11D,Commerce de détail de produits alimentaires en magasins non spécialisés,,Schenk,CH
Mykonos GmbH,8600,Dübendorf,ZH,2228.0,1323.0,3551.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
WSC di Alessandro Sauro,6808,Torricella,TI,3445.0,99.0,3544.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Saveurs Gourmandes Sàrl,1203,Genève,GE,2663.0,878.0,3541.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
alpineum café & bar GmbH,6006,Luzern,LU,2797.0,709.0,3506.0,56.30A,Exploitation de bars,Café-bar et lieu culturel urbain (Lucerne) centré sur le service de boissons à consommer sur place.,,CH
Breitschmid-Heiniger AG,6010,Kriens,LU,2889.0,612.0,3501.0,11.02A,Vinification (Production de vin),"Domaine viticole d'envergure (Meggen, LU) gérant des vignobles en Suisse et à l'étranger, réputé pour sa production en biodynamie.",,CH
GR-Vins S.A.,1008,Jouxtens-Mézery,VD,2896.0,599.0,3495.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
KLN SA,1205,Genève,GE,2742.0,751.0,3493.0,25.11Z,Fabrication de structures métalliques et de parties de structures,"Entreprise industrielle spécialisée dans la construction métallique, la serrurerie et les façades.",,CH
Josef Krug & Co,8408,Winterthur,ZH,3156.0,335.0,3491.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
DANLAG GmbH,5012,Schönenwerd,SO,1776.0,1710.0,3486.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Gialdi Vini S.A.,6850,Mendrisio,TI,540.0,2943.0,3483.0,11.02A,Vinification (Production de vin),"Maison historique majeure du Tessin (Mendrisio). Elle assure l'encavage, la vinification (spécialiste du Merlot) et l'élevage dans ses célèbres caves creusées dans la roche.",,CH
Christos Chatziavramidis,8330,Pfäffikon ZH,ZH,2072.0,1407.0,3479.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Colle Castagno GmbH,3005,Bern,BE,3083.0,366.0,3449.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Vinothentic Sàrl,1267,Vich,VD,2174.0,1260.0,3434.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Wein & Co AG,8610,Uster,ZH,2219.0,1215.0,3434.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Cave Martin Sàrl,1926,Fully,VS,2858.0,563.0,3421.0,11.02A,Vinification (Production de vin),"Domaine viticole et encaveur (Leytron, VS) gérant l'entier du processus, de la culture des vignes à la mise en bouteille.",,CH
Cave Villa Violette SNC,2314,La Sagne NE,NE,3204.0,216.0,3420.0,11.02A,Vinification (Production de vin),Société en nom collectif exploitant un domaine viticole et assurant la vinification de sa propre production.,,CH
BALUCHON SNC,2882,St-Ursanne,JU,2078.0,1332.0,3410.0,47.25A,Commerce de détail de boissons (Vins et spiritueux),,,CH
Casa Portuguesa José Teixeira,9220,Bischofszell,TG,2930.0,473.0,3403.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
WINE ATTRACTIONS GmbH,6405,Immensee,SZ,2178.0,1225.0,3403.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Les Celliers du Chablais SA,1860,Aigle,VD,3402.0,0.0,3402.0,11.02A,Vinification (Production de vin),"Importante cave coopérative d'Aigle (VD). Elle vinifie, élève et commercialise la récolte des viticulteurs de la région du Chablais.",,CH
Zanovello Gizeta Wine,6982,Agno,TI,2286.0,1101.0,3387.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Vintage Weine GmbH,4702,Oensingen,SO,3000.0,383.0,3383.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Muriqi Brugg GmbH,5200,Brugg AG,AG,2688.0,693.0,3381.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Nilovic Weine,3011,Bern,BE,2660.0,720.0,3380.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
LUSO Marché Sàrl,1196,Gland,VD,2405.0,968.0,3373.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
FR Selection Francesco Riccio,8640,Rapperswil SG,SG,1526.0,1844.0,3370.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Antunes Fino Americo,1202,Genève,GE,2788.0,576.0,3364.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Ô Lumière Sàrl,1201,Genève,GE,2753.0,608.0,3361.0,56.10A,"Restaurants, cafés et salons de thé",,,CH
OPERA Wines GmbH,8840,Einsiedeln,SZ,2243.0,1100.0,3343.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Gomes Weine AG,4002,Basel,BS,2293.0,1049.0,3342.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
VIN SANO GmbH,4153,Reinach BL,BL,2520.0,821.0,3341.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Weindepot Südburgenland GmbH,9443,Widnau,SG,1627.0,1712.0,3339.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Landgasthof Seelust,9322,Egnach,TG,2352.0,984.0,3336.0,55.10A,Hôtels et hébergement similaire,,,CH
Sabrina Beaud,1643,Gumefens,FR,1651.0,1681.0,3332.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
RS Vinos SNC,1237,Avully,GE,2768.0,555.0,3323.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
Almabros GmbH,8046,Zürich,ZH,2336.0,976.0,3312.0,46.39A,Commerce de gros interentreprises de produits alimentaires,,,CH
Austral Weine AG,8212,Neuhausen,SH,1890.0,1418.0,3308.0,46.34A,Commerce de gros de boissons alcoolisées,,,CH
